ID,dist,pect,cost,rec,time
5,859.104,80.7692,206.119,209.087,213028
6,1144.04,60.7143,218.569,162.384,213028

0,695.737,100,184.01,254.24,220632
1,684.085,100,191.437,266.009,220632
2,720.723,80.7692,195.098,210.183,220632
3,869.788,84.6154,202.035,224.018,220632
4,941.825,76.9231,199.03,187.661,220632
5,877.899,80.7692,209.823,209.333,220632
6,1088.08,60.7143,200.08,164.25,220632

0,720.544,100,185.523,259.739,214487
1,733.386,100,193.264,262.213,214487
2,720.573,92.3077,197.598,238.134,214487
3,872.662,76.9231,199.045,200.369,214487
4,871.872,80.7692,207.169,204.316,214487
5,952.347,69.2308,203.679,170.607,214487
6,1100.54,64.2857,212.831,174.845,214487

0,720.544,100,185.523,259.739,211173
1,678.495,100,190.858,263.384,211173
2,749.951,88.4615,198.598,231.539,211173
3,893.429,80.7692,201.928,209.147,211173
4,841.424,80.7692,202.379,192.559,211173
5,844.412,76.9231,200.7,201.249,211173
6,1033.72,64.2857,208.32,170.117,211173

0,720.544,100,185.523,259.739,273680
1,723.443,100,182.88,261.613,273680
2,814.997,92.3077,204.598,242.228,273680
3,890.48,80.7692,209.435,206.694,273680
4,873.658,84.6154,210.851,203.018,273680
5,1001.64,73.0769,208.569,185.977,273680
6,1007.58,64.2857,202.302,170.059,273680

0,650.688,100,194.077,256.151,214476
1,702.648,100,189.568,264.803,214476
2,767.757,88.4615,203.852,232.27,214476
3,813.814,76.9231,199.57,192.786,214476
4,800.52,80.7692,203.411,192.214,214476
5,916.969,76.9231,207.555,196.722,214476
6,993.598,67.8571,203.078,171.473,214476

0,720.544,100,185.523,259.739,215946
1,719.687,100,183.476,259.509,215946
2,737.579,92.3077,196.304,247.536,215946
3,884.782,84.6154,207.323,210.738,215946
4,874.596,80.7692,203.051,195.137,215946
5,912.184,69.2308,200.9,179.643,215946
6,1026.05,67.8571,214.196,177.924,215946

0,792.049,100,186.091,262.48,214945
1,726.362,100,193.959,256.447,214945
2,761.809,84.6154,201.784,226.046,214945
3,812.388,84.6154,200.483,222.218,214945
4,937.22,76.9231,206.885,192.742,214945
5,883.223,76.9231,203.472,195.893,214945
6,1034.36,71.4286,204.457,187.334,214945

0,684.452,100,184.692,261.08,213727
1,735.874,100,198.405,261.139,213727
2,767.168,84.6154,207.561,218.909,213727
3,823.656,80.7692,197.619,202.268,213727
4,869.723,76.9231,209.582,190.678,213727
5,870.61,76.9231,199.915,200.184,213727
6,1013.16,67.8571,212.921,172.538,213727

0,733.685,100,189.987,257.434,214597
1,741.148,100,195.156,264.782,214597
2,736.27,92.3077,202.523,237.87,214597
3,876.469,80.7692,207.268,207.894,214597
4,850.15,80.7692,207.767,202.578,214597
5,923.157,69.2308,200.824,178.698,214597
6,1092.79,64.2857,202.376,175.835,214597

0,733.685,100,189.987,257.434,216141
1,728.82,100,188.368,263.769,216141
2,720.25,92.3077,195.151,234.723,216141
3,897.178,84.6154,206.471,223.875,216141
4,843.386,80.7692,210.264,188.17,216141
5,1046.57,73.0769,209.98,185.952,216141
6,991.526,67.8571,207.576,169.229,216141

0,733.685,100,189.987,257.434,215683
1,691.149,100,188.674,263.784,215683
2,746.753,92.3077,202.177,244.384,215683
3,852.224,76.9231,202.434,195.035,215683
4,829.406,84.6154,207.01,205.878,215683
5,952.841,69.2308,198.915,172.368,215683
6,1051.62,71.4286,209.309,185.289,215683

0,792.049,100,186.091,262.48,214900
1,667.388,100,184.47,258.312,214900
2,745.091,88.4615,197.084,231.826,214900
3,867.977,88.4615,210.642,226.677,214900
4,917.713,73.0769,200.965,185.18,214900
5,957.144,69.2308,204.835,174.946,214900
6,1112.41,60.7143,206.697,164.204,214900

0,716.628,100,184.785,256.278,215445
1,714.052,100,179.455,260.241,215445
2,796.634,88.4615,201.661,235.065,215445
3,814.213,84.6154,200.516,214.926,215445
4,841.203,80.7692,207.008,191.47,215445
5,975.791,76.9231,200.744,197.333,215445
6,1072.29,67.8571,203.063,175.551,215445

0,680.032,100,178.682,256.545,215169
1,690.161,100,198.391,265.139,215169
2,776.481,92.3077,208.987,244.183,215169
3,912.376,80.7692,212.897,207.749,215169
4,933.35,76.9231,199.918,192.691,215169
5,998.485,73.0769,198.655,187.211,215169
6,1015.04,67.8571,198.946,179.904,215169

